score,label
0.27647411823272705,0
0.1454351246356964,0
0.18563292920589447,0
0.03147195279598236,0
0.11000119149684906,0
0.12232274562120438,0
0.0372023843228817,0
0.051786065101623535,0
-0.026425428688526154,0
0.12267573177814484,0
-0.014413634315133095,0
0.19754423201084137,0
0.32499080896377563,0
-0.07001274079084396,0
0.1925419270992279,0
0.1300368756055832,0
-0.008646316826343536,0
0.0395096056163311,0
0.04661111906170845,0
0.05873286351561546,0
0.15611571073532104,0
0.07368945330381393,0
0.16054648160934448,0
0.1741616576910019,0
0.041686683893203735,0
-0.007507440634071827,0
0.07325519621372223,0
0.04699758440256119,0
-0.0015196902677416801,0
-0.004556206986308098,0
0.12172654271125793,0
-0.036742135882377625,0
0.02228515036404133,0
0.05814865231513977,0
-0.004537239670753479,0
-0.030186772346496582,0
-0.008017194457352161,0
0.04150262475013733,0
-0.03264429047703743,0
0.025635745376348495,0
-0.03436672315001488,0
0.09454274922609329,0
0.08809393644332886,0
0.051634106785058975,0
0.17553530633449554,0
0.013930951245129108,0
0.21364915370941162,0
0.008039320819079876,0
0.04642803966999054,0
0.06033448129892349,0
0.22035588324069977,0
-0.11324835568666458,0
0.09830576181411743,0
-0.04046454280614853,0
0.06067140772938728,0
0.15799790620803833,0
0.024938903748989105,0
0.14352114498615265,0
0.0074415430426597595,0
0.05139710009098053,0
0.03356392681598663,0
0.05856195092201233,0
0.0013640346005558968,0
0.02954958751797676,0
-0.1534975916147232,0
0.01407063752412796,0
0.07642223685979843,0
-0.019362352788448334,0
0.21348054707050323,0
0.08197091519832611,0
0.14869491755962372,0
-0.029781175777316093,0
0.11149564385414124,0
0.09844619780778885,0
0.05116333067417145,0
0.06511437892913818,0
0.09054485708475113,0
0.13751906156539917,0
0.10185930132865906,0
0.1723492443561554,0
0.09516920149326324,0
0.009761091321706772,0
0.11254535615444183,0
0.09259983152151108,0
0.18917158246040344,0
-0.06460461765527725,0
0.10884904861450195,0
-0.007015597075223923,0
0.0012792013585567474,0
0.04933387041091919,0
-0.01356847770512104,0
0.17600741982460022,0
0.21183863282203674,0
0.19855627417564392,0
0.005637697875499725,0
0.15046221017837524,0
-0.08576889336109161,0
-0.030604280531406403,0
0.13059379160404205,0
0.15894447267055511,0
0.04377419501543045,0
0.18840323388576508,0
0.027180656790733337,0
0.14854010939598083,0
0.20367951691150665,0
0.04774729907512665,0
0.029438599944114685,0
0.04093564674258232,0
0.014644169248640537,0
0.1503279209136963,0
-0.05472005158662796,0
0.0940728709101677,0
0.09685052931308746,0
-0.0015797605738043785,0
0.0325922966003418,0
0.11220851540565491,0
0.3494893014431,0
0.08094485104084015,0
0.13761480152606964,0
0.2272346466779709,0
0.1764531135559082,0
0.015416722744703293,0
0.16609743237495422,0
-0.04761301726102829,0
0.03962038457393646,0
0.23380053043365479,0
0.05404728278517723,0
0.21490521728992462,0
0.22537896037101746,0
-0.02466236986219883,0
0.018191106617450714,0
0.08012847602367401,0
0.02244347333908081,0
0.1671358197927475,0
0.09002342075109482,0
0.07409296184778214,0
0.18643347918987274,0
0.12391957640647888,0
0.025405660271644592,0
0.1875770390033722,0
0.2039252370595932,0
0.14191704988479614,0
0.058806393295526505,0
0.15107941627502441,0
0.09689100086688995,0
0.08304567635059357,0
0.17688024044036865,0
0.0021854285150766373,0
0.0791027769446373,0
0.05669097602367401,0
0.01878313533961773,0
0.15743787586688995,0
0.004709459841251373,0
0.08826274424791336,0
0.12735554575920105,0
-0.07986793667078018,0
0.13896003365516663,0
0.08124590665102005,0
-0.061899926513433456,0
0.14034388959407806,0
0.10489398241043091,0
0.21489693224430084,0
0.1711549609899521,0
0.11606360971927643,0
0.18986517190933228,0
0.025025608018040657,0
0.23351207375526428,0
0.1268983632326126,0
0.06216961890459061,0
0.0033765658736228943,0
0.07377848029136658,0
0.20878957211971283,0
0.13417412340641022,0
0.14950405061244965,0
0.12356022000312805,0
0.14759063720703125,0
0.03061017394065857,0
0.20379018783569336,0
0.25955578684806824,0
0.177443727850914,0
0.08278219401836395,0
-0.10673826932907104,0
0.06279492378234863,0
0.1675759106874466,0
0.11059807986021042,0
0.2630779445171356,0
0.12951786816120148,0
0.17716564238071442,0
0.07505352795124054,0
0.23081357777118683,0
-0.03117138333618641,0
0.05912969633936882,0
-0.035807590931653976,0
0.11163000017404556,0
0.13098758459091187,0
0.1260308474302292,0
0.15235671401023865,0
-0.01440498698502779,0
0.006072148680686951,0
0.015569466166198254,0
