score,label
0.7689659595489502,1
0.6183769106864929,1
0.8013497591018677,1
0.6397250294685364,1
0.6797338724136353,1
0.6553317308425903,1
0.6293160319328308,1
0.38319554924964905,1
0.7288864850997925,1
0.6457362174987793,1
0.835902750492096,1
0.7388387322425842,1
0.7934921383857727,1
0.6380734443664551,1
0.7103762626647949,1
0.7775264382362366,1
0.8256869316101074,1
0.8693098425865173,1
0.53779536485672,1
0.5886397957801819,1
0.9071875810623169,1
0.6906278729438782,1
0.8121643662452698,1
0.8169026374816895,1
0.9254939556121826,1
0.7396237254142761,1
0.6812078952789307,1
0.8124769330024719,1
0.7338332533836365,1
0.7949802875518799,1
0.3782210946083069,1
0.6734771132469177,1
0.824034571647644,1
0.461880624294281,1
0.6807636022567749,1
0.8479915261268616,1
0.8912354707717896,1
0.8624736070632935,1
0.642856240272522,1
0.8482057452201843,1
0.23664849996566772,1
0.890457808971405,1
0.7841501235961914,1
0.5358548760414124,1
0.8905051350593567,1
0.5787720084190369,1
0.8027245402336121,1
0.6975600123405457,1
0.8770433068275452,1
0.8612968921661377,1
0.904697060585022,1
0.7860090136528015,1
0.7909271717071533,1
0.753150463104248,1
0.8403478860855103,1
0.47896891832351685,1
0.8430433869361877,1
0.7220045924186707,1
0.822742760181427,1
0.6951342225074768,1
0.659480631351471,1
0.756288468837738,1
0.4577731192111969,1
0.3344608545303345,1
0.6781505346298218,1
0.8896234035491943,1
0.8303577899932861,1
0.6054040789604187,1
0.6629399657249451,1
0.8025373816490173,1
0.7369207739830017,1
0.700200080871582,1
0.6715118288993835,1
0.5920587778091431,1
0.8188164234161377,1
0.5735965371131897,1
0.6022394895553589,1
0.7126495242118835,1
0.29766377806663513,1
0.7952002882957458,1
0.5419670939445496,1
0.7739322185516357,1
0.7367749810218811,1
0.848718523979187,1
0.578808069229126,1
0.4857637286186218,1
0.7043765783309937,1
0.7282660007476807,1
0.6555048227310181,1
0.8639883995056152,1
0.7596058249473572,1
0.8934686183929443,1
0.7392529249191284,1
0.6120725870132446,1
0.7336751818656921,1
0.7379178404808044,1
0.7369519472122192,1
0.6314225792884827,1
0.7434905767440796,1
0.4962719976902008,1
0.8381898403167725,1
0.8484202027320862,1
0.8789873719215393,1
0.785118818283081,1
0.6779524683952332,1
0.7811229825019836,1
0.7654872536659241,1
0.8038701415061951,1
0.5139660835266113,1
0.5860610008239746,1
0.8966516852378845,1
0.8372231721878052,1
0.5760071277618408,1
0.33140623569488525,1
0.47613999247550964,1
0.7532755732536316,1
0.8677152395248413,1
0.7078062295913696,1
0.8603155016899109,1
0.8430372476577759,1
0.5639681816101074,1
0.8304998874664307,1
0.7900021076202393,1
0.02201789617538452,1
0.6198069453239441,1
0.6802788972854614,1
0.8218299746513367,1
0.5435091853141785,1
0.3845025300979614,1
0.8065170049667358,1
0.5276215076446533,1
0.8424283862113953,1
0.8090630173683167,1
0.6005492210388184,1
0.5002318024635315,1
0.6784704327583313,1
0.689918041229248,1
0.8630984425544739,1
0.553788959980011,1
0.7178710103034973,1
0.6714833378791809,1
0.696003258228302,1
0.45033442974090576,1
0.779772162437439,1
0.768650233745575,1
0.38461872935295105,1
0.5632617473602295,1
0.8271163105964661,1
0.883178174495697,1
0.7505699396133423,1
0.5297463536262512,1
0.7379825115203857,1
0.5143454670906067,1
0.6668789982795715,1
0.8243162631988525,1
0.7061617970466614,1
0.6868880391120911,1
0.8138509392738342,1
0.6614019274711609,1
0.7660112380981445,1
0.5555989742279053,1
0.5974448323249817,1
0.29603898525238037,1
0.4405065178871155,1
0.8670531511306763,1
0.7808836698532104,1
0.7053074836730957,1
0.528071403503418,1
0.7020165920257568,1
0.7327533960342407,1
0.36559581756591797,1
0.8864128589630127,1
0.7200253009796143,1
0.7675359845161438,1
0.3050113916397095,1
0.6628262400627136,1
0.7546228766441345,1
0.7292256355285645,1
0.396650105714798,1
0.5402063727378845,1
0.9079839587211609,1
0.6580313444137573,1
0.8321385979652405,1
0.8031848669052124,1
0.67473304271698,1
0.6521754860877991,1
0.462232381105423,1
0.688078761100769,1
0.7218027114868164,1
0.8045716881752014,1
0.832078754901886,1
0.7877612709999084,1
0.7056010365486145,1
0.3745662569999695,1
0.5936568379402161,1
0.7444348335266113,1
0.5863373875617981,1
0.683137059211731,1
0.8410050272941589,1
0.8659142851829529,1
