eer_original,eer_modelo_ajustado,threshold_modelo_ajustado,far_modelo_ajustado,frr_modelo_ajustado,n_genuine,n_impostor
0.0184426229508196,0.020491803278688492,0.4771283000219064,0.01882845188284519,0.020491803278688523,488,478
